0:0:8.01416,11,0.104
0:0:8.02210,12,-3.74456
0:0:8.03004,0,-73.83728
0:0:8.06215,10,0.03069
0:0:8.07009,11,0.10442
0:0:8.07814,12,-3.74914
0:0:8.08608,0,-73.83728
0:0:8.11807,10,0.0313
0:0:8.12613,11,0.10537
0:0:8.13407,12,-2.41245
0:0:8.17412,10,0.03145
0:0:8.18217,11,0.10492
0:0:8.19011,12,-2.35752
0:0:8.23016,10,0.03182
0:0:8.23810,11,0.10479
0:0:8.24615,12,-2.34379
0:0:8.25409,0,-65.63416
0:0:8.28620,10,0.03072
0:0:8.29414,11,0.10488
0:0:8.30220,12,-2.35752
0:0:8.34212,10,0.03152
0:0:8.35018,11,0.10565
0:0:8.35812,12,-2.35752
0:0:8.39817,10,0.03187
0:0:8.40623,11,0.10584
0:0:8.41416,12,-2.35752
0:0:8.45421,10,0.03219
0:0:8.46215,11,0.10512
0:0:8.47021,12,-0.0206
0:0:8.51026,10,0.03145
0:0:8.51819,11,0.10443
0:0:8.52625,12,-0.03204
0:0:8.56618,10,0.03149
0:0:8.57424,11,0.1043
0:0:8.58217,12,-3.74914
0:0:8.59011,0,-73.83728
0:0:8.62222,10,0.03167
0:0:8.63004,11,0.10546
0:0:8.63822,12,-2.35752
0:0:8.67827,10,0.03098
0:0:8.68620,11,0.10507
0:0:8.69426,12,-0.05951
0:0:8.73419,10,0.03238
0:0:8.74225,11,0.10467
0:0:8.75031,12,-0.05951
0:0:8.79023,10,0.0316
0:0:8.79829,11,0.10485
0:0:8.80623,12,-3.74914
0:0:8.81416,0,-73.83728
0:0:8.84628,10,0.03245
0:0:8.85421,11,0.10426
0:0:8.86227,12,-3.74914
0:0:8.87021,0,-73.83728
0:0:8.90232,10,0.03175
0:0:8.91026,11,0.10471
0:0:8.91831,12,-3.69421
0:0:8.95824,10,0.03187
0:0:8.96630,11,0.1053
0:0:8.97424,12,-3.52941
0:0:8.98217,0,-73.83728
0:0:9.01404,10,0.03154
0:0:9.02210,11,0.10434
0:0:9.03004,12,-3.74914
0:0:9.03797,0,-65.63416
0:0:9.07009,10,0.03092
0:0:9.07802,11,0.10528
0:0:9.08608,12,-3.69421
0:0:9.12613,10,0.0315
0:0:9.13407,11,0.1059
0:0:9.14212,12,-3.73999
0:0:9.18205,10,0.03155
0:0:9.19011,11,0.10578
0:0:9.19805,12,-0.16022
0:0:9.23810,10,0.03139
0:0:9.24615,11,0.10385
0:0:9.25409,12,-0.16022
0:0:9.29414,10,0.03085
0:0:9.30208,11,0.10472
0:0:9.31013,12,-2.41245
0:0:9.35006,10,0.03026
0:0:9.35812,11,0.10503
0:0:9.36618,12,-3.74228
0:0:9.40611,10,0.03194
0:0:9.41416,11,0.10516
0:0:9.42210,12,-0.01373
0:0:9.46215,10,0.03176
0:0:9.47009,11,0.1061
0:0:9.47814,12,-3.74456
0:0:9.48608,0,-73.83728
0:0:9.51819,10,0.03087
0:0:9.52613,11,0.10454
0:0:9.53419,12,-3.74228
0:0:9.57411,10,0.03194
0:0:9.58217,11,0.10536
0:0:9.59011,12,-3.73541
0:0:9.59805,0,-73.83728
0:0:9.63016,10,0.03113
0:0:9.63822,11,0.10498
0:0:9.64615,12,-3.74914
